Boat Type Main,Length,Width,Material,Boat Condition,Engine Type,Country,Price_Range_€,Price_Eur,N. views 7d grouped,N. views last 7d,Age Group,Year Built,F1
Motor Yacht,12,4,GRP,Used boat,Unknown,Germany,150K-300K,172800,Very High (171-1000),287,2001-2010,2000,912
Motor Yacht,15,4,Unknown,Used boat,Unknown,Slovenia,150K-300K,290000,Very High (171-1000),287,2011-2015,2012,913
Bowrider,6,2,PVC,Used boat,Unknown,Portugal,lower_50K,25000,Very High (171-1000),287,2001-2010,2007,914
Sport Boat,6,2,Unknown,new boat from stock,Unknown,Italy,lower_50K,9800,Very High (171-1000),287,2016-2020,2018,915
Fishing Boat,8,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,62665,Very High (171-1000),286,Unknown,2020,916
Sport Boat,9,3,Unknown,new boat from stock,Unknown,Switzerland,150K-300K,266703.36,Very High (171-1000),286,2016-2020,2019,917
Cabin Boat,7,3,GRP,Used boat,Unknown,Germany,lower_50K,28500,Very High (171-1000),286,1991-2000,1993,918
Cabin Boat,8,3,Steel,Used boat,Unknown,Netherlands,lower_50K,7450,Very High (171-1000),286,1976-1990,1980,919
Classic,11,3,GRP,Used boat,Unknown,Switzerland,150K-300K,185000,Very High (171-1000),286,2016-2020,2015,920
Classic,11,3,GRP,new boat from stock,Unknown,Switzerland,150K-300K,276480,Very High (171-1000),285,2016-2020,2018,921
Sport Boat,6,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,14200,Very High (171-1000),285,2016-2020,2019,922
Pilothouse,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,28704,Very High (171-1000),285,1991-2000,1994,923
Pontoon Boat,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,18912,Very High (171-1000),285,1991-2000,1990,924
House Boat,13,4,Unknown,Used boat,Unknown,Germany,150K-300K,160000,Very High (171-1000),285,2016-2020,2015,925
Classic,18,5,Wood,Used boat,Unknown,Italy,50K-150K,100000,Very High (171-1000),285,1976-1990,1979,926
Motor Yacht,21,5,GRP,new boat from stock,Unknown,Netherlands,Higher_1M,3410000,Very High (171-1000),285,Unknown,2020,927
Sport Boat,6,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,58635.84,Very High (171-1000),285,Unknown,2021,928
Sport Boat,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,19200,Very High (171-1000),284,1976-1990,1985,929
Classic,6,2,Wood,Used boat,Unknown,Switzerland,lower_50K,24000,Very High (171-1000),284,1900-1975,1965,930
Pilothouse,9,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,112330,Very High (171-1000),284,Unknown,2020,931
Cabin Boat,8,3,GRP,Used boat,Unknown,Germany,lower_50K,34000,Very High (171-1000),284,2001-2010,2005,932
Sport Boat,6,2,GRP,Used boat,Unknown,Italy,lower_50K,11000,Very High (171-1000),284,1976-1990,1988,933
Motor Yacht,10,3,GRP,Used boat,Unknown,Finland,50K-150K,128000,Very High (171-1000),284,2001-2010,2004,934
Sport Boat,5,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,12432,Very High (171-1000),284,2016-2020,2019,935
Hardtop,10,3,GRP,new boat on order,Unknown,Germany,150K-300K,173320,Very High (171-1000),284,Unknown,2020,936
Cabin Boat,11,3,Unknown,Used boat,Unknown,Germany,150K-300K,195000,Very High (171-1000),283,2001-2010,2008,937
Sport Boat,7,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,36432,Very High (171-1000),283,2016-2020,2019,938
Pilothouse,7,3,PVC,Used boat,Unknown,France,lower_50K,13000,Very High (171-1000),282,1991-2000,1992,939
Motor Yacht,10,3,GRP,Used boat,Unknown,Switzerland,50K-150K,105600,Very High (171-1000),282,2001-2010,2006,940
Classic,8,2,GRP,Used boat,Unknown,Switzerland,50K-150K,94080,Very High (171-1000),282,1991-2000,1993,941
Flybridge,19,5,GRP,Used boat,Unknown,Spain,Higher_1M,1390000,Very High (171-1000),281,2016-2020,2018,942
Cabin Boat,7,2,Steel,Used boat,Unknown,Germany,lower_50K,8000,Very High (171-1000),281,1900-1975,1971,943
Motor Yacht,10,3,GRP,Used boat,Unknown,Croatia,lower_50K,45000,Very High (171-1000),281,1991-2000,1996,944
Motor Yacht,10,3,GRP,Used boat,Unknown,Denmark,Higher_1M,2946700,Very High (171-1000),281,1976-1990,1981,945
Cabin Boat,7,2,GRP,Used boat,Unknown,Germany,lower_50K,21500,Very High (171-1000),281,1976-1990,1986,946
Cabin Boat,7,2,GRP,Used boat,Unknown,Denmark,50K-150K,92000,Very High (171-1000),281,2011-2015,2010,947
Sport Boat,9,3,GRP,Used boat,Unknown,Italy,lower_50K,14000,Very High (171-1000),281,1991-2000,1997,948
Cabin Boat,7,2,Aluminium,new boat from stock,Unknown,Switzerland,50K-150K,51922.56,Very High (171-1000),281,Unknown,2020,949
Center console boat,8,3,GRP,new boat from stock,Unknown,Switzerland,lower_50K,46800,Very High (171-1000),281,Unknown,2020,950
Cabin Boat,8,3,GRP,Used boat,Unknown,Germany,lower_50K,19900,Very High (171-1000),280,1976-1990,1984,951
Sport Boat,7,3,Unknown,Used boat,Unknown,Switzerland,lower_50K,45600,Very High (171-1000),280,2016-2020,2016,952
Sport Boat,6,2,GRP,Used boat,Unknown,Switzerland,lower_50K,9024,Very High (171-1000),280,1976-1990,1976,953
Pilothouse,7,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,72050,Very High (171-1000),280,2016-2020,2018,954
Mega Yacht,34,7,GRP,Used boat,Unknown,Spain,Higher_1M,1975000,Very High (171-1000),280,2001-2010,2003,955
Cabin Boat,9,2,GRP,new boat from stock,Unknown,Switzerland,150K-300K,228528,Very High (171-1000),280,2016-2020,2019,956
Hardtop,20,5,GRP,Used boat,Unknown,Croatia,300K-1M,399000,Very High (171-1000),280,2001-2010,2003,957
Offshore Boat,12,2,Unknown,Used boat,Unknown,Italy,50K-150K,77000,Very High (171-1000),280,1991-2000,1996,958
Sport Boat,6,2,GRP,Used boat,Unknown,Germany,lower_50K,21000,Very High (171-1000),280,2001-2010,2002,959
Motor Yacht,12,4,GRP,Used boat,Unknown,Germany,50K-150K,115000,Very High (171-1000),280,2011-2015,2010,960
Classic,7,2,Wood,Used boat,Unknown,Switzerland,50K-150K,124800,Very High (171-1000),280,1991-2000,1995,961
Sport Boat,11,3,GRP,Used boat,Unknown,Switzerland,lower_50K,32640,Very High (171-1000),280,1976-1990,1984,962
Runabout,6,2,Wood,Used boat,Unknown,Germany,lower_50K,49900,Very High (171-1000),279,Unknown,2020,963
Passenger boat,12,3,GRP,Used boat,Unknown,United Kingdom,50K-150K,51765,Very High (171-1000),279,2011-2015,2010,964
Motor Yacht,8,2,GRP,Display Model,Unknown,Switzerland,50K-150K,115104,Very High (171-1000),279,Unknown,2020,965
Cabin Boat,7,2,GRP,Used boat,Unknown,Germany,lower_50K,10900,Very High (171-1000),279,1976-1990,1978,966
Motor Yacht,28,6,GRP,Used boat,Unknown,France,Higher_1M,4300000,Very High (171-1000),279,2011-2015,2012,967
Hardtop,11,3,GRP,new boat on order,Unknown,Germany,300K-1M,430000,Very High (171-1000),279,Unknown,2020,968
Classic,10,3,Wood,Used boat,Unknown,Switzerland,150K-300K,249600,Very High (171-1000),279,2001-2010,2000,969
Motor Yacht,11,4,GRP,Used boat,Unknown,Croatia,50K-150K,89000,Very High (171-1000),279,1991-2000,1997,970
Bowrider,6,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,33408,Very High (171-1000),279,2016-2020,2018,971
Pilothouse,8,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,125078.4,Very High (171-1000),278,Unknown,2020,972
Motor Yacht,9,3,GRP,Display Model,Unknown,Germany,150K-300K,160000,Very High (171-1000),278,Unknown,2020,973
Cabin Boat,8,3,GRP,Used boat,Unknown,Germany,lower_50K,25900,Very High (171-1000),278,1991-2000,1995,974
Wakeboard/Wakesurf,8,3,GRP,Display Model,Unknown,Switzerland,150K-300K,159974.4,Very High (171-1000),278,Unknown,2020,975
Sport Boat,4,2,GRP,Used boat,Unknown,Switzerland,lower_50K,5280,Very High (171-1000),278,1900-1975,1968,976
Fishing Boat,7,3,Unknown,Used boat,Unknown,Switzerland,lower_50K,43200,Very High (171-1000),277,2011-2015,2013,977
Motor Yacht,14,4,GRP,Used boat,Unknown,Spain,150K-300K,175000,Very High (171-1000),277,2001-2010,2007,978
Cabin Boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,25000,Very High (171-1000),277,2001-2010,2003,979
Hardtop,9,3,GRP,new boat on order,Unknown,Switzerland,150K-300K,154000,Very High (171-1000),277,Unknown,2020,980
Cabin Boat,11,4,GRP,Used boat,Unknown,Belgium,50K-150K,75000,Very High (171-1000),277,1976-1990,1989,981
Runabout,6,2,GRP,Used boat,Unknown,Germany,lower_50K,6590,Very High (171-1000),277,1900-1975,1972,982
Catamaran,11,5,GRP,new boat from stock,Unknown,Switzerland,300K-1M,388000,Very High (171-1000),277,2016-2020,2017,983
Pilothouse,8,3,GRP,new boat on order,Unknown,Germany,50K-150K,119000,Very High (171-1000),277,Unknown,2020,984
Flybridge,10,3,GRP,Used boat,Unknown,Switzerland,50K-150K,144000,Very High (171-1000),277,2001-2010,2007,985
Motor Yacht,13,4,GRP,Used boat,Unknown,Germany,300K-1M,350000,Very High (171-1000),276,2016-2020,2018,986
Cabin Boat,8,3,GRP,Used boat,Unknown,Switzerland,lower_50K,28320,Very High (171-1000),276,1991-2000,1996,987
Mega Yacht,16,4,GRP,Used boat,Unknown,Spain,300K-1M,729000,Very High (171-1000),276,2016-2020,2018,988
Trawler,16,5,Unknown,Used boat,Unknown,Italy,300K-1M,480000,Very High (171-1000),276,2011-2015,2011,989
Sport Boat,7,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,38947.2,Very High (171-1000),275,Unknown,2020,990
Trawler,10,3,Steel,Used boat,Unknown,Netherlands,lower_50K,19500,Very High (171-1000),275,1976-1990,1978,991
Motor Yacht,6,2,GRP,Used boat,Unknown,Germany,lower_50K,7900,Very High (171-1000),275,1976-1990,1986,992
Sport Boat,6,2,GRP,Used boat,Unknown,Germany,50K-150K,89999,Very High (171-1000),275,2016-2020,2017,993
Motor Yacht,11,3,Steel,Used boat,Unknown,Switzerland,150K-300K,220704,Very High (171-1000),275,2011-2015,2010,994
Motor Yacht,11,3,GRP,Used boat,Unknown,Germany,50K-150K,98800,Very High (171-1000),275,2001-2010,2004,995
Flybridge,18,5,GRP,Used boat,Unknown,Croatia,50K-150K,129000,Very High (171-1000),274,1991-2000,1991,996
Motor Yacht,13,4,Unknown,Used boat,Unknown,Spain,300K-1M,325000,Very High (171-1000),274,2001-2010,2004,997
Pilothouse,7,3,Unknown,Used boat,Unknown,Slovenia,50K-150K,55900,Very High (171-1000),274,2016-2020,2016,998
Sport Boat,7,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,45984,Very High (171-1000),274,Unknown,2020,999
Offshore Boat,14,4,GRP,Used boat,Unknown,Switzerland,50K-150K,73440,Very High (171-1000),274,1991-2000,1995,1000
Cabin Boat,7,2,GRP,new boat from stock,Unknown,Switzerland,50K-150K,66278.4,Very High (171-1000),274,Unknown,2020,1001
Runabout,7,2,Unknown,Used boat,Unknown,Netherlands,50K-150K,129500,Very High (171-1000),274,1900-1975,1961,1002
Sport Boat,5,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,10944,Very High (171-1000),274,2016-2020,2019,1003
Motor Yacht,13,4,GRP,Used boat,Unknown,Netherlands,300K-1M,750000,Very High (171-1000),273,2011-2015,2013,1004
Offshore Boat,9,3,GRP,Used boat,Unknown,Switzerland,lower_50K,23904,Very High (171-1000),273,1991-2000,1995,1005
Cabin Boat,6,2,GRP,Used boat,Unknown,Italy,lower_50K,13000,Very High (171-1000),273,2016-2020,2019,1006
Pontoon Boat,5,2,GRP,Used boat,Unknown,Italy,lower_50K,6900,Very High (171-1000),273,2001-2010,2005,1007
Sport Boat,10,3,GRP,Used boat,Unknown,Italy,lower_50K,20000,Very High (171-1000),273,1976-1990,1985,1008
Bowrider,8,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,97733,Very High (171-1000),273,2016-2020,2019,1009
Motor Yacht,5,2,GRP,Used boat,Unknown,Germany,lower_50K,19500,Very High (171-1000),273,2011-2015,2010,1010
Cabin Boat,7,3,GRP,Used boat,Unknown,Germany,lower_50K,28900,Very High (171-1000),273,1991-2000,1990,1011
House Boat,12,4,Steel,Used boat,Unknown,Switzerland,50K-150K,114048,Very High (171-1000),273,1976-1990,1986,1012
Runabout,5,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,12384,Very High (171-1000),273,Unknown,2020,1013
Trawler,9,3,GRP,Used boat,Unknown,Germany,50K-150K,69000,Very High (171-1000),273,2001-2010,2009,1014
Cabin Boat,7,3,GRP,Used boat,Unknown,Italy,lower_50K,23000,Very High (171-1000),272,2001-2010,2003,1015
Cabin Boat,10,3,GRP,Unknown,Diesel,Germany,lower_50K,27500,Very High (171-1000),272,1976-1990,1985,1016
Cabin Boat,10,3,GRP,Used boat,Unknown,Germany,lower_50K,33900,Very High (171-1000),272,1991-2000,1997,1017
Sport Boat,8,3,GRP,Used boat,Unknown,Croatia,lower_50K,25000,Very High (171-1000),272,2001-2010,2000,1018
Center console boat,16,5,GRP,Used boat,Unknown,Italy,300K-1M,310000,Very High (171-1000),272,2001-2010,2008,1019
Cabin Boat,6,2,GRP,new boat from stock,Unknown,Germany,lower_50K,27499,Very High (171-1000),272,Unknown,2020,1020
Classic,10,4,GRP,Used boat,Unknown,Denmark,Higher_1M,2611000,Very High (171-1000),272,1976-1990,1985,1021
Bowrider,6,2,GRP,new boat from stock,Unknown,Switzerland,50K-150K,50937.6,Very High (171-1000),272,Unknown,2020,1022
House Boat,16,5,Steel,Used boat,Unknown,Germany,150K-300K,249900,Very High (171-1000),272,1976-1990,1986,1023
Sport Boat,6,2,Unknown,Used boat,Unknown,Italy,lower_50K,18800,Very High (171-1000),272,2016-2020,2019,1024
Sport Boat,11,3,GRP,new boat from stock,Unknown,Germany,150K-300K,225000,Very High (171-1000),272,2016-2020,2019,1025
Offshore Boat,15,2,Carbon Fiber,Used boat,Unknown,United Kingdom,300K-1M,498000,Very High (171-1000),271,2001-2010,2007,1026
Sport Boat,8,2,GRP,Used boat,Unknown,Croatia,lower_50K,49500,Very High (171-1000),271,2001-2010,2007,1027
Cabin Boat,8,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,75600,Very High (171-1000),271,Unknown,2020,1028
Sport Boat,6,3,Unknown,Display Model,Unknown,Switzerland,lower_50K,44160,Very High (171-1000),271,2016-2020,2019,1029
Sport Boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,25000,Very High (171-1000),271,2001-2010,2006,1030
Hardtop,12,3,GRP,new boat from stock,Unknown,Switzerland,300K-1M,475200,Very High (171-1000),271,2016-2020,2019,1031
Cabin Boat,9,3,GRP,Used boat,Unknown,Germany,lower_50K,26500,Very High (171-1000),270,1991-2000,1996,1032
Flybridge,12,4,Unknown,Used boat,Unknown,Croatia,50K-150K,135000,Very High (171-1000),270,2001-2010,2002,1033
Motor Yacht,18,5,GRP,Used boat,Unknown,Germany,300K-1M,430000,Very High (171-1000),270,2001-2010,2003,1034
Sport Boat,10,3,GRP,Used boat,Unknown,Italy,lower_50K,45000,Very High (171-1000),270,1976-1990,1982,1035
Pilothouse,7,3,GRP,new boat from stock,Unknown,Germany,50K-150K,52000,Very High (171-1000),270,Unknown,2020,1036
Pilothouse,8,3,GRP,Used boat,Unknown,Switzerland,50K-150K,71952,Very High (171-1000),270,1976-1990,1980,1037
Sport Boat,7,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,77527,Very High (171-1000),269,2016-2020,2019,1038
Sport Boat,8,3,GRP,Used boat,Unknown,Germany,50K-150K,72000,Very High (171-1000),269,2011-2015,2014,1039
Cabin Boat,6,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,37603.2,Very High (171-1000),269,Unknown,2020,1040
Motor Yacht,11,4,Unknown,Used boat,Unknown,Spain,50K-150K,58000,Very High (171-1000),269,2001-2010,2005,1041
Cabin Boat,7,3,GRP,Used boat,Unknown,Germany,50K-150K,59500,Very High (171-1000),269,2016-2020,2015,1042
Cabin Boat,7,3,GRP,Used boat,Unknown,France,lower_50K,47500,Very High (171-1000),269,2016-2020,2016,1043
Offshore Boat,9,3,GRP,Used boat,Unknown,Switzerland,50K-150K,123840,Very High (171-1000),269,2011-2015,2011,1044
Motor Yacht,10,3,GRP,Used boat,Unknown,Italy,50K-150K,54000,Very High (171-1000),269,2001-2010,2003,1045
House Boat,10,5,Unknown,Display Model,Unknown,Germany,50K-150K,82500,Very High (171-1000),268,2016-2020,2017,1046
Pilothouse,9,3,GRP,new boat from stock,Unknown,Switzerland,150K-300K,152035,Very High (171-1000),268,Unknown,2020,1047
Cabin Boat,8,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,96048,Very High (171-1000),268,Unknown,2020,1048
Cabin Boat,9,3,GRP,Used boat,Unknown,Finland,50K-150K,79000,Very High (171-1000),268,2011-2015,2012,1049
Motor Yacht,9,3,GRP,Used boat,Unknown,Germany,50K-150K,69900,Very High (171-1000),268,2001-2010,2007,1050
Flybridge,8,3,GRP,Used boat,Unknown,Italy,lower_50K,36000,Very High (171-1000),267,2001-2010,2000,1051
Wakeboard/Wakesurf,7,3,GRP,Display Model,Unknown,Switzerland,50K-150K,93888,Very High (171-1000),267,Unknown,2020,1052
Hardtop,12,4,GRP,Used boat,Unknown,Switzerland,150K-300K,266880,Very High (171-1000),267,2011-2015,2014,1053
Pilothouse,7,3,GRP,Used boat,Unknown,Germany,lower_50K,33000,Very High (171-1000),267,2011-2015,2012,1054
Mega Yacht,42,8,Aluminium,Used boat,Unknown,Italy,Higher_1M,9900000,Very High (171-1000),267,2011-2015,2010,1055
Cabin Boat,11,3,GRP,new boat on order,Unknown,Sweden,300K-1M,410000,Very High (171-1000),267,Unknown,2020,1056
Motor Yacht,11,4,GRP,Used boat,Unknown,Switzerland,50K-150K,84384,Very High (171-1000),267,1991-2000,1993,1057
Cabin Boat,10,3,GRP,Used boat,Unknown,Germany,lower_50K,42900,Very High (171-1000),267,1991-2000,1997,1058
Launch,7,3,Plastic,Used boat,Unknown,Netherlands,lower_50K,27000,Very High (171-1000),267,2016-2020,2015,1059
Bowrider,6,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,47995.2,Very High (171-1000),267,Unknown,2020,1060
House Boat,11,4,Unknown,Used boat,Unknown,Netherlands,50K-150K,65000,Very High (171-1000),267,2016-2020,2018,1061
Deck Boat,7,3,PVC,Used boat,Unknown,France,lower_50K,26000,Very High (171-1000),266,2011-2015,2012,1062
Motor Yacht,14,4,Steel,Used boat,Unknown,Germany,300K-1M,369000,Very High (171-1000),266,2011-2015,2013,1063
Pontoon Boat,4,2,Unknown,new boat from stock,Unknown,Italy,lower_50K,4300,Very High (171-1000),266,2016-2020,2018,1064
Classic,6,2,Wood,Used boat,Unknown,Croatia,lower_50K,30000,Very High (171-1000),266,1900-1975,1961,1065
Cabin Boat,7,3,GRP,Used boat,Unknown,Switzerland,50K-150K,86400,Very High (171-1000),266,2016-2020,2018,1066
Sport Boat,7,2,GRP,Used boat,Unknown,Switzerland,lower_50K,21120,Very High (171-1000),265,1991-2000,1993,1067
Motor Yacht,10,3,GRP,Used boat,Unknown,Denmark,Higher_1M,3715080,Very High (171-1000),265,2001-2010,2000,1068
Deck Boat,6,2,GRP,Used boat,Unknown,Austria,lower_50K,14000,Very High (171-1000),265,1976-1990,1979,1069
Pilothouse,9,2,GRP,Used boat,Unknown,Croatia,50K-150K,53500,Very High (171-1000),265,2001-2010,2009,1070
Mega Yacht,36,7,Aluminium,Used boat,Unknown,Greece,300K-1M,975000,Very High (171-1000),265,1976-1990,1988,1071
Classic,5,2,Wood,Used boat,Unknown,Switzerland,lower_50K,45984,Very High (171-1000),265,1976-1990,1979,1072
Motor Yacht,10,3,GRP,Used boat,Unknown,Austria,150K-300K,299000,Very High (171-1000),265,2001-2010,2008,1073
Bowrider,6,2,GRP,Used boat,Unknown,Germany,lower_50K,35990,Very High (171-1000),265,2016-2020,2016,1074
Pilothouse,6,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,28512,Very High (171-1000),265,2016-2020,2019,1075
Sport Boat,9,3,Aluminium,Used boat,Unknown,Switzerland,150K-300K,171840,Very High (171-1000),265,2016-2020,2018,1076
Flybridge,13,4,GRP,Used boat,Unknown,Germany,150K-300K,167000,Very High (171-1000),265,1991-2000,1997,1077
Pilothouse,8,3,PVC,Used boat,Unknown,France,lower_50K,4000,Very High (171-1000),265,1976-1990,1981,1078
Trawler,11,4,Steel,Used boat,Unknown,Switzerland,150K-300K,160320,Very High (171-1000),264,2001-2010,2001,1079
Sport Boat,6,3,Unknown,new boat from stock,Unknown,Germany,lower_50K,25900,Very High (171-1000),264,2016-2020,2019,1080
Cabin Boat,9,2,Steel,Used boat,Unknown,Netherlands,lower_50K,7500,Very High (171-1000),264,1900-1975,1971,1081
Sport Boat,7,2,PVC,Used boat,Unknown,Spain,lower_50K,13500,Very High (171-1000),264,1991-2000,1996,1082
Sport Boat,13,4,Unknown,Display Model,Unknown,Switzerland,300K-1M,489000,Very High (171-1000),264,Unknown,2020,1083
Motor Yacht,12,4,GRP,Used boat,Unknown,Switzerland,50K-150K,88320,Very High (171-1000),263,1991-2000,1995,1084
Fishing Boat,4,2,Thermoplastic,new boat from stock,Unknown,Switzerland,lower_50K,9686.4,Very High (171-1000),263,2016-2020,2019,1085
Fishing Boat,4,2,GRP,Used boat,Unknown,Switzerland,lower_50K,12288,Very High (171-1000),263,2016-2020,2017,1086
Cabin Boat,9,3,GRP,Used boat,Unknown,Austria,lower_50K,22500,Very High (171-1000),263,1991-2000,1992,1087
Pilothouse,7,3,Unknown,Used boat,Unknown,Switzerland,lower_50K,17568,Very High (171-1000),263,1991-2000,1998,1088
Motor Yacht,5,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,22521.6,Very High (171-1000),262,Unknown,2020,1089
Sport Boat,7,2,Steel,Used boat,Unknown,France,lower_50K,13500,Very High (171-1000),262,2001-2010,2006,1090
Motor Yacht,14,4,GRP,Used boat,Unknown,Denmark,Higher_1M,11898700,Very High (171-1000),262,2001-2010,2008,1091
Cabin Boat,7,3,GRP,new boat on order,Unknown,Germany,50K-150K,69900,Very High (171-1000),262,2016-2020,2019,1092
